,Backbone,Dataset,MC Samples,# of Frames,Prediction Model,Seed,Uncertainty Measure,Aggregation Type,OOD Detection Rate,OOD AUROC,TTA Transforms
5770,Swin-B,Cityscapes OOD,0,2,TTA+Timeseries,2,pred_variance_mask,Patch Level,0.512,0.506448,"('scale',)"
5771,Swin-B,Cityscapes OOD,0,2,TTA+Timeseries,2,pred_variance_mask,Image Level,0.164,0.42922800000000005,"('scale',)"
5772,Swin-B,Cityscapes OOD,0,2,TTA+Timeseries,2,class_mask_combined_score,Image Level,0.716,0.559172,"('scale',)"
5773,Swin-B,Cityscapes OOD,0,2,TTA+Timeseries,2,mutual_information_mask,Patch Level,0.636,0.5843919999999999,"('scale',)"
5774,Swin-B,Cityscapes OOD,0,2,TTA+Timeseries,2,softmax_cls_score,Patch Level,0.51,0.502808,"('scale',)"
5775,Swin-B,Cityscapes OOD,0,2,TTA+Timeseries,2,class_mask_combined_score,Patch Level,0.512,0.5031760000000001,"('scale',)"
5776,Swin-B,Cityscapes OOD,0,2,TTA+Timeseries,2,expected_entropy_class,Patch Level,0.232,0.42061200000000004,"('scale',)"
5777,Swin-B,Cityscapes OOD,0,2,TTA+Timeseries,2,expected_entropy_class,Image Level,0.372,0.49406400000000006,"('scale',)"
5778,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,pred_entropy_mask,Patch Level,0.602,0.539452,()
5779,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,pred_entropy_mask,Image Level,0.734,0.5658799999999999,()
5780,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,expected_entropy_mask,Patch Level,0.49,0.5088679999999999,()
5781,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,expected_entropy_mask,Image Level,0.59,0.5117039999999999,()
5782,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,mutual_information_mask,Patch Level,0.568,0.5473680000000001,()
5783,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,mutual_information_mask,Image Level,0.744,0.5944839999999999,()
5784,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,expected_entropy_class,Patch Level,0.394,0.457584,()
5785,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,expected_entropy_class,Image Level,0.528,0.50302,()
5786,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,expected_variance_mask,Image Level,0.374,0.47566,()
5787,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,pred_entropy_class,Image Level,0.744,0.5542239999999999,()
5788,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,mutual_information_class,Patch Level,0.624,0.570028,()
5789,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,mutual_information_class,Image Level,0.926,0.686252,()
5790,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,softmax_cls_score,Patch Level,0.508,0.5241480000000001,()
5791,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,softmax_cls_score,Image Level,0.698,0.543396,()
5792,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,norm_sigmoid_mask_score,Patch Level,0.544,0.5232559999999999,()
5793,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,norm_sigmoid_mask_score,Image Level,0.61,0.53764,()
5794,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,pred_variance_mask,Image Level,0.216,0.44852400000000003,()
5795,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,class_mask_combined_score,Patch Level,0.496,0.5204200000000001,()
5796,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,class_mask_combined_score,Image Level,0.692,0.544964,()
5797,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,expected_variance_mask,Patch Level,0.522,0.510488,()
5798,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,pred_variance_mask,Patch Level,0.506,0.510492,()
5799,Swin-B,Cityscapes OOD,3,5,MCDropout+Timeseries,2,pred_entropy_class,Patch Level,0.564,0.515984,()
5800,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,pred_entropy_mask,Image Level,0.866,0.616328,()
5801,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,expected_entropy_mask,Patch Level,0.486,0.492024,()
5802,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,mutual_information_mask,Patch Level,0.438,0.47466800000000003,()
5803,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,mutual_information_mask,Image Level,0.886,0.662844,()
5804,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,expected_entropy_class,Patch Level,0.556,0.52934,()
5805,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,expected_entropy_class,Image Level,0.786,0.55308,()
5806,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,pred_entropy_class,Patch Level,0.664,0.560004,()
5807,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,pred_entropy_class,Image Level,0.954,0.663264,()
5808,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,mutual_information_class,Patch Level,0.786,0.721708,()
5809,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,mutual_information_class,Image Level,0.986,0.827944,()
5810,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,softmax_cls_score,Patch Level,0.44,0.48727599999999993,()
5811,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,softmax_cls_score,Image Level,0.95,0.65524,()
5812,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,norm_sigmoid_mask_score,Image Level,0.84,0.619508,()
5813,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,class_mask_combined_score,Patch Level,0.42,0.48473199999999994,()
5814,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,class_mask_combined_score,Image Level,0.93,0.654424,()
5815,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,expected_entropy_mask,Image Level,0.68,0.53358,()
5816,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,pred_entropy_mask,Patch Level,0.412,0.47295200000000004,()
5817,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,expected_variance_mask,Patch Level,0.442,0.46814799999999995,()
5818,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,norm_sigmoid_mask_score,Patch Level,0.442,0.4691719999999999,()
5819,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,pred_variance_mask,Patch Level,0.442,0.46813200000000005,()
5820,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,expected_variance_mask,Image Level,0.18,0.389516,()
5821,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,2,MCDropout+Timeseries,1,pred_variance_mask,Image Level,0.076,0.340028,()
5822,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,pred_entropy_mask,Patch Level,0.562,0.541264,()
5823,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,pred_entropy_mask,Image Level,0.79,0.5604480000000001,()
5824,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,expected_entropy_mask,Patch Level,0.514,0.515872,()
5825,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,expected_entropy_mask,Image Level,0.654,0.5294000000000001,()
5826,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,mutual_information_mask,Patch Level,0.6,0.5797080000000001,()
5827,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,mutual_information_mask,Image Level,0.786,0.581724,()
5828,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,expected_entropy_class,Image Level,0.726,0.559304,()
5829,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,expected_variance_mask,Patch Level,0.502,0.48633599999999994,()
5830,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,pred_entropy_class,Image Level,0.876,0.6510839999999999,()
5831,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,mutual_information_class,Patch Level,0.746,0.6905640000000001,()
5832,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,mutual_information_class,Image Level,0.906,0.741436,()
5833,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,softmax_cls_score,Patch Level,0.496,0.49962799999999996,()
5834,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,softmax_cls_score,Image Level,0.818,0.6351800000000001,()
5835,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,norm_sigmoid_mask_score,Patch Level,0.516,0.50458,()
5836,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,norm_sigmoid_mask_score,Image Level,0.684,0.586336,()
5837,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,pred_variance_mask,Patch Level,0.486,0.476224,()
5838,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,class_mask_combined_score,Patch Level,0.51,0.500948,()
5839,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,class_mask_combined_score,Image Level,0.814,0.6352840000000001,()
5840,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,expected_entropy_class,Patch Level,0.458,0.47887599999999997,()
5841,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,expected_variance_mask,Image Level,0.31,0.460236,()
5842,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,pred_entropy_class,Patch Level,0.542,0.531996,()
5843,DINOv2 (ViT-B),Cityscapes OOD,3,1,MCDropout+Timeseries,3,pred_variance_mask,Image Level,0.19,0.410508,()
5844,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,pred_entropy_mask,Patch Level,0.56,0.5195000000000001,"('horizontalFlip',)"
5845,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,pred_entropy_mask,Image Level,0.946,0.7340439999999999,"('horizontalFlip',)"
5846,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,expected_entropy_mask,Patch Level,0.672,0.5609040000000001,"('horizontalFlip',)"
5847,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,expected_entropy_mask,Image Level,0.902,0.636908,"('horizontalFlip',)"
5848,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,mutual_information_mask,Image Level,0.944,0.7865340000000001,"('horizontalFlip',)"
5849,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,expected_entropy_class,Image Level,0.954,0.661416,"('horizontalFlip',)"
5850,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,expected_variance_mask,Patch Level,0.416,0.456384,"('horizontalFlip',)"
5851,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,expected_variance_mask,Image Level,0.516,0.5333100000000001,"('horizontalFlip',)"
5852,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,pred_entropy_class,Image Level,0.984,0.732328,"('horizontalFlip',)"
5853,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,mutual_information_class,Patch Level,0.74,0.682512,"('horizontalFlip',)"
5854,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,mutual_information_class,Image Level,0.98,0.8614320000000001,"('horizontalFlip',)"
5855,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,softmax_cls_score,Patch Level,0.524,0.5122519999999999,"('horizontalFlip',)"
5856,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,softmax_cls_score,Image Level,0.962,0.6917519999999999,"('horizontalFlip',)"
5857,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,norm_sigmoid_mask_score,Patch Level,0.504,0.48921999999999993,"('horizontalFlip',)"
5858,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,norm_sigmoid_mask_score,Image Level,0.902,0.7245760000000001,"('horizontalFlip',)"
5859,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,pred_variance_mask,Patch Level,0.414,0.45284,"('horizontalFlip',)"
5860,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,class_mask_combined_score,Patch Level,0.49,0.5062559999999999,"('horizontalFlip',)"
5861,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,class_mask_combined_score,Image Level,0.946,0.6909879999999999,"('horizontalFlip',)"
5862,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,mutual_information_mask,Patch Level,0.524,0.521136,"('horizontalFlip',)"
5863,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,pred_entropy_class,Patch Level,0.71,0.566364,"('horizontalFlip',)"
5864,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,expected_entropy_class,Patch Level,0.58,0.5491,"('horizontalFlip',)"
5865,ResNet50,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,pred_variance_mask,Image Level,0.284,0.46285800000000005,"('horizontalFlip',)"
5866,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,pred_entropy_mask,Patch Level,0.46,0.486828,"('horizontalFlip', 'scale')"
5867,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,pred_entropy_mask,Image Level,0.898,0.687832,"('horizontalFlip', 'scale')"
5868,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,expected_entropy_mask,Patch Level,0.572,0.5317400000000001,"('horizontalFlip', 'scale')"
5869,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,expected_entropy_mask,Image Level,0.842,0.587388,"('horizontalFlip', 'scale')"
5870,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,mutual_information_mask,Patch Level,0.484,0.507476,"('horizontalFlip', 'scale')"
5871,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,mutual_information_mask,Image Level,0.936,0.7504279999999999,"('horizontalFlip', 'scale')"
5872,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,expected_entropy_class,Patch Level,0.382,0.47554399999999997,"('horizontalFlip', 'scale')"
5873,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,expected_entropy_class,Image Level,0.9,0.587352,"('horizontalFlip', 'scale')"
5874,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,expected_variance_mask,Patch Level,0.388,0.45015600000000006,"('horizontalFlip', 'scale')"
5875,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,expected_variance_mask,Image Level,0.546,0.526448,"('horizontalFlip', 'scale')"
5876,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,pred_entropy_class,Patch Level,0.62,0.5338719999999999,"('horizontalFlip', 'scale')"
5877,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,pred_entropy_class,Image Level,0.968,0.658308,"('horizontalFlip', 'scale')"
5878,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,mutual_information_class,Patch Level,0.772,0.6959839999999999,"('horizontalFlip', 'scale')"
5879,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,mutual_information_class,Image Level,0.978,0.7677560000000001,"('horizontalFlip', 'scale')"
5880,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,softmax_cls_score,Patch Level,0.456,0.485444,"('horizontalFlip', 'scale')"
5881,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,softmax_cls_score,Image Level,0.946,0.627892,"('horizontalFlip', 'scale')"
5882,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,norm_sigmoid_mask_score,Patch Level,0.426,0.47102,"('horizontalFlip', 'scale')"
5883,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,norm_sigmoid_mask_score,Image Level,0.862,0.6839280000000001,"('horizontalFlip', 'scale')"
5884,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,pred_variance_mask,Patch Level,0.382,0.44721600000000006,"('horizontalFlip', 'scale')"
5885,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,class_mask_combined_score,Patch Level,0.48,0.48706399999999994,"('horizontalFlip', 'scale')"
5886,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,class_mask_combined_score,Image Level,0.936,0.628484,"('horizontalFlip', 'scale')"
5887,ResNet50,Cityscapes OOD,0,2,TTA+Timeseries,2,pred_variance_mask,Image Level,0.288,0.46853200000000006,"('horizontalFlip', 'scale')"
5888,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,mutual_information_mask,Patch Level,0.544,0.526236,"('scale',)"
5889,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,mutual_information_mask,Image Level,0.77,0.5779799999999999,"('scale',)"
5890,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,expected_entropy_class,Image Level,0.644,0.531404,"('scale',)"
5891,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,pred_entropy_class,Image Level,0.926,0.640312,"('scale',)"
5892,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,mutual_information_class,Patch Level,0.774,0.689408,"('scale',)"
5893,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,mutual_information_class,Image Level,0.95,0.7369400000000002,"('scale',)"
5894,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,softmax_cls_score,Patch Level,0.524,0.515972,"('scale',)"
5895,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,softmax_cls_score,Image Level,0.868,0.6167180000000001,"('scale',)"
5896,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,norm_sigmoid_mask_score,Image Level,0.6,0.5410840000000001,"('scale',)"
5897,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,class_mask_combined_score,Patch Level,0.526,0.513656,"('scale',)"
5898,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,class_mask_combined_score,Image Level,0.846,0.6143559999999999,"('scale',)"
5899,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,pred_entropy_mask,Image Level,0.752,0.5536719999999999,"('scale',)"
5900,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,expected_entropy_mask,Patch Level,0.456,0.500032,"('scale',)"
5901,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,expected_entropy_mask,Image Level,0.598,0.510664,"('scale',)"
5902,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,expected_entropy_class,Patch Level,0.368,0.443708,"('scale',)"
5903,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,expected_variance_mask,Patch Level,0.512,0.512348,"('scale',)"
5904,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,expected_variance_mask,Image Level,0.352,0.467318,"('scale',)"
5905,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,pred_variance_mask,Patch Level,0.512,0.51154,"('scale',)"
5906,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,pred_variance_mask,Image Level,0.198,0.425132,"('scale',)"
5907,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,pred_entropy_mask,Patch Level,0.522,0.514436,"('scale',)"
5908,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,pred_entropy_class,Patch Level,0.644,0.5603,"('scale',)"
5909,DINOv2 (ViT-B),Cityscapes OOD,0,2,TTA+Timeseries,2,norm_sigmoid_mask_score,Patch Level,0.43,0.46988,"('scale',)"
5910,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,pred_entropy_mask,Patch Level,0.664,0.615656,"('horizontalFlip',)"
5911,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,expected_entropy_mask,Image Level,0.696,0.609876,"('horizontalFlip',)"
5912,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,pred_entropy_class,Patch Level,0.75,0.613984,"('horizontalFlip',)"
5913,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,pred_entropy_class,Image Level,0.95,0.6956260000000001,"('horizontalFlip',)"
5914,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,mutual_information_class,Patch Level,0.896,0.791232,"('horizontalFlip',)"
5915,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,mutual_information_class,Image Level,0.994,0.822336,"('horizontalFlip',)"
5916,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,softmax_cls_score,Image Level,0.93,0.67922,"('horizontalFlip',)"
5917,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,pred_variance_mask,Patch Level,0.576,0.5483959999999999,"('horizontalFlip',)"
5918,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,class_mask_combined_score,Image Level,0.932,0.677832,"('horizontalFlip',)"
5919,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,pred_entropy_mask,Image Level,0.71,0.6037039999999999,"('horizontalFlip',)"
5920,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,mutual_information_mask,Patch Level,0.626,0.592676,"('horizontalFlip',)"
5921,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,mutual_information_mask,Image Level,0.622,0.563572,"('horizontalFlip',)"
5922,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,expected_entropy_class,Image Level,0.7,0.5534760000000001,"('horizontalFlip',)"
5923,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,expected_variance_mask,Patch Level,0.576,0.5496920000000001,"('horizontalFlip',)"
5924,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,softmax_cls_score,Patch Level,0.582,0.547868,"('horizontalFlip',)"
5925,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,norm_sigmoid_mask_score,Image Level,0.658,0.575284,"('horizontalFlip',)"
5926,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,class_mask_combined_score,Patch Level,0.558,0.536524,"('horizontalFlip',)"
5927,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,expected_entropy_mask,Patch Level,0.568,0.55542,"('horizontalFlip',)"
5928,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,expected_entropy_class,Patch Level,0.4,0.471424,"('horizontalFlip',)"
5929,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,expected_variance_mask,Image Level,0.084,0.266964,"('horizontalFlip',)"
5930,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,pred_variance_mask,Image Level,0.054,0.24563200000000002,"('horizontalFlip',)"
5931,ResNet50,Cityscapes OOD (VIPER model),3,2,MCDropout+TTA+Timeseries,1,norm_sigmoid_mask_score,Patch Level,0.648,0.598944,"('horizontalFlip',)"
5932,Swin-B,Cityscapes OOD,3,0,MCDropout,3,mutual_information_mask,Patch Level,0.63,0.565184,()
5933,Swin-B,Cityscapes OOD,3,0,MCDropout,3,expected_entropy_class,Patch Level,0.558,0.523304,()
5934,Swin-B,Cityscapes OOD,3,0,MCDropout,3,expected_entropy_class,Image Level,0.702,0.559396,()
5935,Swin-B,Cityscapes OOD,3,0,MCDropout,3,expected_variance_mask,Patch Level,0.552,0.531504,()
5936,Swin-B,Cityscapes OOD,3,0,MCDropout,3,pred_entropy_class,Patch Level,0.572,0.5384639999999999,()
5937,Swin-B,Cityscapes OOD,3,0,MCDropout,3,pred_entropy_class,Image Level,0.708,0.568152,()
5938,Swin-B,Cityscapes OOD,3,0,MCDropout,3,mutual_information_class,Image Level,0.698,0.620636,()
5939,Swin-B,Cityscapes OOD,3,0,MCDropout,3,softmax_cls_score,Image Level,0.766,0.622412,()
5940,Swin-B,Cityscapes OOD,3,0,MCDropout,3,norm_sigmoid_mask_score,Patch Level,0.564,0.5363720000000001,()
5941,Swin-B,Cityscapes OOD,3,0,MCDropout,3,norm_sigmoid_mask_score,Image Level,0.678,0.561652,()
5942,Swin-B,Cityscapes OOD,3,0,MCDropout,3,pred_variance_mask,Patch Level,0.558,0.531592,()
5943,Swin-B,Cityscapes OOD,3,0,MCDropout,3,class_mask_combined_score,Image Level,0.754,0.617268,()
5944,Swin-B,Cityscapes OOD,3,0,MCDropout,3,pred_entropy_mask,Patch Level,0.602,0.5583520000000001,()
5945,Swin-B,Cityscapes OOD,3,0,MCDropout,3,pred_entropy_mask,Image Level,0.73,0.56996,()
5946,Swin-B,Cityscapes OOD,3,0,MCDropout,3,expected_entropy_mask,Patch Level,0.614,0.547164,()
5947,Swin-B,Cityscapes OOD,3,0,MCDropout,3,expected_entropy_mask,Image Level,0.758,0.5589919999999999,()
5948,Swin-B,Cityscapes OOD,3,0,MCDropout,3,mutual_information_class,Patch Level,0.576,0.574484,()
5949,Swin-B,Cityscapes OOD,3,0,MCDropout,3,softmax_cls_score,Patch Level,0.62,0.607264,()
5950,Swin-B,Cityscapes OOD,3,0,MCDropout,3,class_mask_combined_score,Patch Level,0.63,0.6106600000000001,()
5951,Swin-B,Cityscapes OOD,3,0,MCDropout,3,mutual_information_mask,Image Level,0.688,0.589916,()
5952,Swin-B,Cityscapes OOD,3,0,MCDropout,3,expected_variance_mask,Image Level,0.304,0.45022399999999996,()
5953,Swin-B,Cityscapes OOD,3,0,MCDropout,3,pred_variance_mask,Image Level,0.286,0.443628,()
5954,Swin-B,Cityscapes OOD,0,2,TTA+Timeseries,3,pred_entropy_mask,Patch Level,0.578,0.543156,"('horizontalFlip', 'scale')"
5955,Swin-B,Cityscapes OOD,0,2,TTA+Timeseries,3,pred_entropy_mask,Image Level,0.752,0.563628,"('horizontalFlip', 'scale')"
5956,Swin-B,Cityscapes OOD,0,2,TTA+Timeseries,3,expected_entropy_mask,Image Level,0.506,0.49727599999999994,"('horizontalFlip', 'scale')"
5957,Swin-B,Cityscapes OOD,0,2,TTA+Timeseries,3,mutual_information_mask,Patch Level,0.622,0.5876840000000001,"('horizontalFlip', 'scale')"
