,Backbone,Dataset,MC Samples,# of Frames,Prediction Model,Seed,Uncertainty Measure,Aggregation Type,OOD Detection Rate,OOD AUROC,TTA Transforms
1436,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,mutual_information_class,Patch Level,0.546,0.54862,()
1437,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,softmax_cls_score,Patch Level,0.784,0.7100679999999999,()
1438,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,norm_sigmoid_mask_score,Patch Level,0.632,0.5940479999999999,()
1439,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,pred_variance_mask,Patch Level,0.6,0.577856,()
1440,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,class_mask_combined_score,Patch Level,0.786,0.71088,()
1441,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,pred_entropy_mask,Image Level,0.804,0.6727399999999999,()
1442,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,expected_entropy_mask,Image Level,0.88,0.743592,()
1443,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,mutual_information_mask,Image Level,0.438,0.46788799999999997,()
1444,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,expected_entropy_class,Image Level,0.744,0.645152,()
1445,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,pred_entropy_class,Image Level,0.758,0.6524119999999999,()
1446,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,mutual_information_class,Image Level,0.714,0.64964,()
1447,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,softmax_cls_score,Image Level,0.76,0.66352,()
1448,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,norm_sigmoid_mask_score,Image Level,0.742,0.635408,()
1449,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,class_mask_combined_score,Image Level,0.762,0.662152,()
1450,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,expected_variance_mask,Image Level,0.158,0.270376,()
1451,ResNet50,Cityscapes OOD (VIPER model),10,0,MCDropout,3,pred_variance_mask,Image Level,0.156,0.272064,()
1452,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,pred_entropy_mask,Patch Level,0.71,0.6192880000000001,"('horizontalFlip',)"
1453,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,expected_entropy_mask,Patch Level,0.64,0.580344,"('horizontalFlip',)"
1454,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,mutual_information_mask,Patch Level,0.636,0.600036,"('horizontalFlip',)"
1455,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,expected_variance_mask,Patch Level,0.58,0.55156,"('horizontalFlip',)"
1456,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,pred_entropy_class,Patch Level,0.734,0.628584,"('horizontalFlip',)"
1457,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,mutual_information_class,Patch Level,0.918,0.883896,"('horizontalFlip',)"
1458,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,mutual_information_class,Image Level,0.984,0.889792,"('horizontalFlip',)"
1459,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,softmax_cls_score,Patch Level,0.598,0.5444880000000001,"('horizontalFlip',)"
1460,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,norm_sigmoid_mask_score,Patch Level,0.646,0.5950000000000001,"('horizontalFlip',)"
1461,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,pred_variance_mask,Patch Level,0.55,0.543048,"('horizontalFlip',)"
1462,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,class_mask_combined_score,Patch Level,0.6,0.540924,"('horizontalFlip',)"
1463,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,pred_entropy_mask,Image Level,0.792,0.667164,"('horizontalFlip',)"
1464,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,expected_entropy_mask,Image Level,0.74,0.638508,"('horizontalFlip',)"
1465,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,mutual_information_mask,Image Level,0.75,0.668096,"('horizontalFlip',)"
1466,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,pred_entropy_class,Image Level,0.932,0.7290560000000001,"('horizontalFlip',)"
1467,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,softmax_cls_score,Image Level,0.912,0.73138,"('horizontalFlip',)"
1468,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,norm_sigmoid_mask_score,Image Level,0.708,0.613824,"('horizontalFlip',)"
1469,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,class_mask_combined_score,Image Level,0.908,0.729116,"('horizontalFlip',)"
1470,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,expected_entropy_class,Image Level,0.698,0.5695359999999999,"('horizontalFlip',)"
1471,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,expected_entropy_class,Patch Level,0.358,0.430912,"('horizontalFlip',)"
1472,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,expected_variance_mask,Image Level,0.112,0.26971599999999996,"('horizontalFlip',)"
1473,ResNet50,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,1,pred_variance_mask,Image Level,0.044,0.22237600000000002,"('horizontalFlip',)"
1474,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,pred_entropy_mask,Image Level,0.87,0.6357399999999999,"('horizontalFlip',)"
1475,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,expected_entropy_mask,Patch Level,0.522,0.494656,"('horizontalFlip',)"
1476,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,expected_entropy_mask,Image Level,0.734,0.548424,"('horizontalFlip',)"
1477,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,mutual_information_mask,Image Level,0.888,0.6763079999999999,"('horizontalFlip',)"
1478,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,expected_entropy_class,Patch Level,0.52,0.506976,"('horizontalFlip',)"
1479,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,expected_entropy_class,Image Level,0.82,0.574304,"('horizontalFlip',)"
1480,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,expected_variance_mask,Patch Level,0.468,0.46976399999999996,"('horizontalFlip',)"
1481,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,pred_entropy_class,Image Level,0.944,0.685344,"('horizontalFlip',)"
1482,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,mutual_information_class,Patch Level,0.87,0.8289279999999999,"('horizontalFlip',)"
1483,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,mutual_information_class,Image Level,0.976,0.819264,"('horizontalFlip',)"
1484,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,softmax_cls_score,Patch Level,0.42,0.47934800000000005,"('horizontalFlip',)"
1485,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,softmax_cls_score,Image Level,0.926,0.68786,"('horizontalFlip',)"
1486,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,norm_sigmoid_mask_score,Patch Level,0.466,0.475868,"('horizontalFlip',)"
1487,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,norm_sigmoid_mask_score,Image Level,0.82,0.647016,"('horizontalFlip',)"
1488,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,pred_variance_mask,Patch Level,0.468,0.473628,"('horizontalFlip',)"
1489,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,class_mask_combined_score,Patch Level,0.402,0.4746159999999999,"('horizontalFlip',)"
1490,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,class_mask_combined_score,Image Level,0.926,0.6894960000000001,"('horizontalFlip',)"
1491,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,pred_entropy_mask,Patch Level,0.452,0.477792,"('horizontalFlip',)"
1492,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,mutual_information_mask,Patch Level,0.43,0.470276,"('horizontalFlip',)"
1493,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,pred_entropy_class,Patch Level,0.652,0.562672,"('horizontalFlip',)"
1494,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,expected_variance_mask,Image Level,0.138,0.36982799999999993,"('horizontalFlip',)"
1495,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,1,MCDropout+TTA+Timeseries,3,pred_variance_mask,Image Level,0.066,0.32367999999999997,"('horizontalFlip',)"
1496,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,pred_entropy_mask,Image Level,0.718,0.597424,"('horizontalFlip',)"
1497,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,expected_entropy_mask,Patch Level,0.396,0.45475999999999994,"('horizontalFlip',)"
1498,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,expected_entropy_mask,Image Level,0.616,0.5376080000000001,"('horizontalFlip',)"
1499,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,mutual_information_mask,Image Level,0.772,0.6745559999999999,"('horizontalFlip',)"
1500,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,expected_entropy_class,Patch Level,0.556,0.5330119999999999,"('horizontalFlip',)"
1501,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,expected_entropy_class,Image Level,0.69,0.5687,"('horizontalFlip',)"
1502,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,pred_entropy_class,Image Level,0.88,0.7063280000000001,"('horizontalFlip',)"
1503,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,mutual_information_class,Patch Level,0.906,0.8509119999999999,"('horizontalFlip',)"
1504,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,mutual_information_class,Image Level,0.966,0.851592,"('horizontalFlip',)"
1505,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,softmax_cls_score,Image Level,0.856,0.7089560000000001,"('horizontalFlip',)"
1506,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,norm_sigmoid_mask_score,Image Level,0.706,0.5943959999999999,"('horizontalFlip',)"
1507,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,class_mask_combined_score,Image Level,0.854,0.7037279999999999,"('horizontalFlip',)"
1508,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,expected_variance_mask,Patch Level,0.376,0.421612,"('horizontalFlip',)"
1509,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,softmax_cls_score,Patch Level,0.398,0.461832,"('horizontalFlip',)"
1510,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,pred_variance_mask,Patch Level,0.334,0.40510399999999996,"('horizontalFlip',)"
1511,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,class_mask_combined_score,Patch Level,0.406,0.46325999999999995,"('horizontalFlip',)"
1512,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,mutual_information_mask,Patch Level,0.504,0.49728000000000006,"('horizontalFlip',)"
1513,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,pred_entropy_class,Patch Level,0.782,0.64446,"('horizontalFlip',)"
1514,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,expected_variance_mask,Image Level,0.132,0.29653599999999997,"('horizontalFlip',)"
1515,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,pred_variance_mask,Image Level,0.09,0.25025200000000003,"('horizontalFlip',)"
1516,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,pred_entropy_mask,Patch Level,0.41,0.46866800000000003,"('horizontalFlip',)"
1517,Swin-B,Cityscapes OOD (VIPER model),5,1,MCDropout+TTA+Timeseries,1,norm_sigmoid_mask_score,Patch Level,0.428,0.463232,"('horizontalFlip',)"
1518,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,pred_entropy_mask,Patch Level,0.606,0.547612,"('horizontalFlip', 'scale')"
1519,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,pred_entropy_mask,Image Level,0.778,0.5738920000000001,"('horizontalFlip', 'scale')"
1520,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,expected_entropy_mask,Image Level,0.482,0.49672799999999995,"('horizontalFlip', 'scale')"
1521,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,mutual_information_mask,Patch Level,0.646,0.594456,"('horizontalFlip', 'scale')"
1522,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,mutual_information_mask,Image Level,0.82,0.619928,"('horizontalFlip', 'scale')"
1523,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,expected_variance_mask,Patch Level,0.528,0.513496,"('horizontalFlip', 'scale')"
1524,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,expected_variance_mask,Image Level,0.336,0.46567200000000003,"('horizontalFlip', 'scale')"
1525,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,pred_entropy_class,Image Level,0.78,0.576668,"('horizontalFlip', 'scale')"
1526,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,mutual_information_class,Patch Level,0.89,0.806276,"('horizontalFlip', 'scale')"
1527,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,mutual_information_class,Image Level,0.94,0.7257479999999998,"('horizontalFlip', 'scale')"
1528,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,softmax_cls_score,Image Level,0.732,0.579876,"('horizontalFlip', 'scale')"
1529,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,norm_sigmoid_mask_score,Patch Level,0.562,0.530072,"('horizontalFlip', 'scale')"
1530,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,norm_sigmoid_mask_score,Image Level,0.664,0.5682800000000001,"('horizontalFlip', 'scale')"
1531,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,pred_variance_mask,Patch Level,0.516,0.5075639999999999,"('horizontalFlip', 'scale')"
1532,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,pred_variance_mask,Image Level,0.16,0.416032,"('horizontalFlip', 'scale')"
1533,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,expected_entropy_mask,Patch Level,0.406,0.477816,"('horizontalFlip', 'scale')"
1534,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,pred_entropy_class,Patch Level,0.588,0.541352,"('horizontalFlip', 'scale')"
1535,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,softmax_cls_score,Patch Level,0.482,0.49479999999999996,"('horizontalFlip', 'scale')"
1536,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,class_mask_combined_score,Patch Level,0.488,0.49448400000000003,"('horizontalFlip', 'scale')"
1537,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,class_mask_combined_score,Image Level,0.732,0.5802579999999999,"('horizontalFlip', 'scale')"
1538,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,expected_entropy_class,Patch Level,0.244,0.40869199999999994,"('horizontalFlip', 'scale')"
1539,Swin-B,Cityscapes OOD,0,1,TTA+Timeseries,2,expected_entropy_class,Image Level,0.408,0.499332,"('horizontalFlip', 'scale')"
1540,Swin-B,Cityscapes OOD,0,0,Softmax,1,pred_entropy_mask,Image Level,0.7,0.554348,()
1541,Swin-B,Cityscapes OOD,0,0,Softmax,1,pred_entropy_class,Image Level,0.686,0.559384,()
1542,Swin-B,Cityscapes OOD,0,0,Softmax,1,softmax_cls_score,Patch Level,0.658,0.614412,()
1543,Swin-B,Cityscapes OOD,0,0,Softmax,1,softmax_cls_score,Image Level,0.732,0.61866,()
1544,Swin-B,Cityscapes OOD,0,0,Softmax,1,norm_sigmoid_mask_score,Patch Level,0.594,0.549616,()
1545,Swin-B,Cityscapes OOD,0,0,Softmax,1,norm_sigmoid_mask_score,Image Level,0.688,0.5673360000000001,()
1546,Swin-B,Cityscapes OOD,0,0,Softmax,1,pred_variance_mask,Patch Level,0.578,0.5414,()
1547,Swin-B,Cityscapes OOD,0,0,Softmax,1,pred_variance_mask,Image Level,0.358,0.46784,()
1548,Swin-B,Cityscapes OOD,0,0,Softmax,1,class_mask_combined_score,Patch Level,0.662,0.6156959999999999,()
1549,Swin-B,Cityscapes OOD,0,0,Softmax,1,class_mask_combined_score,Image Level,0.742,0.616024,()
1550,Swin-B,Cityscapes OOD,0,0,Softmax,1,pred_entropy_mask,Patch Level,0.582,0.542616,()
1551,Swin-B,Cityscapes OOD,0,0,Softmax,1,pred_entropy_class,Patch Level,0.574,0.53108,()
1552,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,pred_entropy_mask,Image Level,0.844,0.596498,()
1553,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,expected_entropy_mask,Patch Level,0.492,0.4880840000000001,()
1554,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,expected_entropy_mask,Image Level,0.646,0.528288,()
1555,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,mutual_information_mask,Image Level,0.862,0.6349279999999999,()
1556,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,expected_entropy_class,Image Level,0.774,0.5434599999999999,()
1557,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,pred_entropy_class,Image Level,0.958,0.641588,()
1558,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,mutual_information_class,Patch Level,0.698,0.6489,()
1559,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,mutual_information_class,Image Level,0.982,0.7967319999999999,()
1560,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,softmax_cls_score,Patch Level,0.448,0.49044799999999994,()
1561,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,softmax_cls_score,Image Level,0.926,0.62552,()
1562,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,norm_sigmoid_mask_score,Image Level,0.808,0.5922,()
1563,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,class_mask_combined_score,Patch Level,0.44,0.487444,()
1564,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,class_mask_combined_score,Image Level,0.928,0.625084,()
1565,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,pred_entropy_mask,Patch Level,0.438,0.474448,()
1566,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,pred_entropy_class,Patch Level,0.618,0.543392,()
1567,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,norm_sigmoid_mask_score,Patch Level,0.412,0.46121600000000007,()
1568,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,mutual_information_mask,Patch Level,0.472,0.463372,()
1569,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,pred_variance_mask,Patch Level,0.408,0.45088399999999995,()
1570,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,expected_entropy_class,Patch Level,0.494,0.514776,()
1571,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,expected_variance_mask,Patch Level,0.402,0.44888,()
1572,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,expected_variance_mask,Image Level,0.164,0.398448,()
1573,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,3,MCDropout+Timeseries,2,pred_variance_mask,Image Level,0.074,0.35617600000000005,()
1574,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,mutual_information_mask,Patch Level,0.544,0.5205,"('scale',)"
1575,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,mutual_information_mask,Image Level,0.748,0.571344,"('scale',)"
1576,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,expected_entropy_class,Image Level,0.638,0.523404,"('scale',)"
1577,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,pred_entropy_class,Image Level,0.928,0.621772,"('scale',)"
1578,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,mutual_information_class,Patch Level,0.74,0.649832,"('scale',)"
1579,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,mutual_information_class,Image Level,0.956,0.711876,"('scale',)"
1580,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,softmax_cls_score,Patch Level,0.524,0.5197080000000001,"('scale',)"
1581,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,softmax_cls_score,Image Level,0.852,0.5970719999999999,"('scale',)"
1582,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,class_mask_combined_score,Patch Level,0.514,0.516204,"('scale',)"
1583,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,class_mask_combined_score,Image Level,0.828,0.5954999999999999,"('scale',)"
1584,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,pred_entropy_mask,Image Level,0.724,0.54908,"('scale',)"
1585,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,expected_entropy_mask,Patch Level,0.476,0.50436,"('scale',)"
1586,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,expected_entropy_mask,Image Level,0.58,0.50836,"('scale',)"
1587,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,expected_variance_mask,Patch Level,0.52,0.513504,"('scale',)"
1588,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,expected_variance_mask,Image Level,0.366,0.47140000000000004,"('scale',)"
1589,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,norm_sigmoid_mask_score,Image Level,0.568,0.529108,"('scale',)"
1590,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,pred_variance_mask,Patch Level,0.508,0.512668,"('scale',)"
1591,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,pred_variance_mask,Image Level,0.222,0.43666400000000005,"('scale',)"
1592,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,pred_entropy_mask,Patch Level,0.516,0.512128,"('scale',)"
1593,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,expected_entropy_class,Patch Level,0.374,0.45218400000000003,"('scale',)"
1594,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,pred_entropy_class,Patch Level,0.664,0.550864,"('scale',)"
1595,DINOv2 (ViT-B),Cityscapes OOD,0,3,TTA+Timeseries,1,norm_sigmoid_mask_score,Patch Level,0.44,0.4665,"('scale',)"
1596,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,pred_entropy_mask,Patch Level,0.47,0.49639200000000006,"('horizontalFlip',)"
1597,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,pred_entropy_mask,Image Level,0.756,0.6176159999999999,"('horizontalFlip',)"
1598,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,expected_entropy_mask,Image Level,0.636,0.531456,"('horizontalFlip',)"
1599,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,mutual_information_mask,Patch Level,0.554,0.545192,"('horizontalFlip',)"
1600,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,mutual_information_mask,Image Level,0.834,0.759236,"('horizontalFlip',)"
1601,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,expected_entropy_class,Image Level,0.71,0.574164,"('horizontalFlip',)"
1602,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,expected_variance_mask,Patch Level,0.366,0.423384,"('horizontalFlip',)"
1603,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,pred_entropy_class,Image Level,0.91,0.72018,"('horizontalFlip',)"
1604,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,mutual_information_class,Image Level,0.978,0.891412,"('horizontalFlip',)"
1605,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,softmax_cls_score,Image Level,0.896,0.72858,"('horizontalFlip',)"
1606,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,norm_sigmoid_mask_score,Patch Level,0.404,0.450116,"('horizontalFlip',)"
1607,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,norm_sigmoid_mask_score,Image Level,0.728,0.6113639999999999,"('horizontalFlip',)"
1608,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,class_mask_combined_score,Image Level,0.894,0.724132,"('horizontalFlip',)"
1609,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,mutual_information_class,Patch Level,0.896,0.874928,"('horizontalFlip',)"
1610,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,softmax_cls_score,Patch Level,0.362,0.44575600000000004,"('horizontalFlip',)"
1611,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,expected_entropy_mask,Patch Level,0.394,0.449664,"('horizontalFlip',)"
1612,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,class_mask_combined_score,Patch Level,0.358,0.44598399999999994,"('horizontalFlip',)"
1613,Swin-B,Cityscapes OOD (VIPER model),0,1,TTA+Timeseries,2,pred_entropy_class,Patch Level,0.732,0.63618,"('horizontalFlip',)"
