Dataset,Backbone,MC Samples,# of Frames,TTA Transforms,Seed,AURC-PQ,EAURC-PQ,AURC-IoU,EAURC-IoU,AURC-DICE,EAURC-DICE
Cityscapes (VIPER model),DINOv2 (ViT-B),0,5,"('scale',)",2,0.6021208150373611,0.05364058189658982,0.30553632727485686,0.05563008823824023,0.19081104208997335,0.04157423217583453
Cityscapes (VIPER model),DINOv2 (ViT-B),0,5,"('scale',)",3,0.6021208150373611,0.05364058189658982,0.30553632727485686,0.05563008823824023,0.19081104208997335,0.04157423217583453
Cityscapes (VIPER model),DINOv2 (ViT-B),3,0,(),1,0.5853295331926549,0.05192985357415669,0.3084570126567254,0.05687601912318124,0.19291121619540663,0.04256559681046326
Cityscapes (VIPER model),DINOv2 (ViT-B),3,0,(),2,0.5802703864542935,0.0518125510715266,0.3084071693920154,0.05686776258587223,0.19287279279339786,0.042539948256054894
Cityscapes (VIPER model),DINOv2 (ViT-B),3,0,(),3,0.5810063968571401,0.05167381787050862,0.3084408382144541,0.057084265804429046,0.19291275111723227,0.0427016747714791
Cityscapes (VIPER model),DINOv2 (ViT-B),3,0,"('horizontalFlip',)",1,0.5740451948660055,0.05097954659972881,0.3016972264111853,0.053355120035009224,0.1880856861545889,0.039870193295570344
Cityscapes (VIPER model),DINOv2 (ViT-B),3,0,"('horizontalFlip',)",2,0.5726231717625219,0.04895888216150268,0.30255456645401313,0.05415740920421486,0.18872523584877135,0.0404707656576796
Cityscapes (VIPER model),DINOv2 (ViT-B),3,0,"('horizontalFlip',)",3,0.5740846095854933,0.04895855139943617,0.3028306290773449,0.054703406080569006,0.18900319938278046,0.04092117770132506
Cityscapes (VIPER model),DINOv2 (ViT-B),3,0,"('horizontalFlip', 'scale')",1,0.5830834583077152,0.05477787339438933,0.2997654865640761,0.05529786979995341,0.18652261350063828,0.040964605386245356
Cityscapes (VIPER model),DINOv2 (ViT-B),3,0,"('horizontalFlip', 'scale')",2,0.5833204990875701,0.054016226450716576,0.2994849186703458,0.05482897142286733,0.18631855596146568,0.04062577660802161
Cityscapes (VIPER model),DINOv2 (ViT-B),3,0,"('horizontalFlip', 'scale')",3,0.5823240606284643,0.05488197256996852,0.29972949232528506,0.05512224829192605,0.18646355655028768,0.04080460015818946
Cityscapes (VIPER model),DINOv2 (ViT-B),3,0,"('scale',)",1,0.6014916268452092,0.05071725378951486,0.3066656612926762,0.05612611207149509,0.19131099648182537,0.04177616331341469
Cityscapes (VIPER model),DINOv2 (ViT-B),3,0,"('scale',)",2,0.6020417822413879,0.051318077298194376,0.30722304316565796,0.05710415680521436,0.191757133881941,0.042504084730091596
Cityscapes (VIPER model),DINOv2 (ViT-B),3,0,"('scale',)",3,0.6009177090038974,0.05113345525388824,0.3068245148744839,0.05649888642354073,0.19150205427402006,0.04210099322103095
Cityscapes (VIPER model),DINOv2 (ViT-B),3,1,(),1,0.5763615101759875,0.052529473137157834,0.3072548314360698,0.05718209514968359,0.19202382878492757,0.04266941773559493
Cityscapes (VIPER model),DINOv2 (ViT-B),3,1,(),2,0.577218268131451,0.05255657605149222,0.3068709976363302,0.05718792653580096,0.19178382838186278,0.042663559202225004
Cityscapes (VIPER model),DINOv2 (ViT-B),3,1,(),3,0.5768947636096279,0.050249787594412454,0.3076810917915878,0.05778491169209124,0.19244274001818898,0.04317275117136188
Cityscapes (VIPER model),DINOv2 (ViT-B),3,1,"('horizontalFlip',)",1,0.5656537098683557,0.050206408580383055,0.3024047746961551,0.05505118643779694,0.1886160290785684,0.04101903195166767
Cityscapes (VIPER model),DINOv2 (ViT-B),3,1,"('horizontalFlip',)",2,0.5695819668301311,0.05147394136140093,0.30215918019437066,0.05488634991572264,0.1884819058142311,0.04094270601805164
Cityscapes (VIPER model),DINOv2 (ViT-B),3,1,"('horizontalFlip',)",3,0.5653427028072572,0.04941153241010665,0.30191373364260726,0.05468884257749934,0.18825665341613101,0.04073605558376825
Cityscapes (VIPER model),DINOv2 (ViT-B),3,1,"('scale',)",1,0.5989072616268056,0.05260960859509878,0.304840585359031,0.055963800425471,0.19017730566554833,0.041677267327060646
Cityscapes (VIPER model),DINOv2 (ViT-B),3,1,"('scale',)",2,0.5970109642420062,0.0530905019572151,0.30508617758935963,0.05636788764021858,0.19030231904161973,0.041925768305526384
Cityscapes (VIPER model),DINOv2 (ViT-B),3,1,"('scale',)",3,0.5990486835556524,0.05164758650291823,0.3053399531169682,0.0563067879609388,0.1905049880478054,0.04193124733594994
Cityscapes (VIPER model),DINOv2 (ViT-B),3,2,(),1,0.5763876696161427,0.05266142130193707,0.30611400413141787,0.057240761779162486,0.19120535556419616,0.04264903298131337
Cityscapes (VIPER model),DINOv2 (ViT-B),3,2,(),2,0.5740785397336073,0.051476321284383286,0.3066819056648703,0.05781406352144325,0.19165091939108228,0.04308998293763605
Cityscapes (VIPER model),DINOv2 (ViT-B),3,2,(),3,0.5794246278465776,0.054292152470367894,0.3066192922541413,0.05807769953245273,0.19156064294050748,0.04323550434906201
Cityscapes (VIPER model),DINOv2 (ViT-B),3,2,"('horizontalFlip',)",1,0.5690036409670037,0.05230418630935785,0.30201506530768873,0.05565411869890585,0.1883198491736942,0.041405167130517895
Cityscapes (VIPER model),DINOv2 (ViT-B),3,2,"('horizontalFlip',)",2,0.5725714516416236,0.05332125056990622,0.30162413400556026,0.055231682945984545,0.18807615166654773,0.04114697889061919
Cityscapes (VIPER model),DINOv2 (ViT-B),3,2,"('horizontalFlip',)",3,0.5674301300971889,0.05115347744386589,0.30186054291358844,0.05530627319061504,0.18819383285166413,0.04114994627443799
Cityscapes (VIPER model),DINOv2 (ViT-B),3,3,(),1,0.5811334244964529,0.05186575368279622,0.3063537015857797,0.05717363277601237,0.19145297048198728,0.042635109763398654
Cityscapes (VIPER model),DINOv2 (ViT-B),3,3,(),2,0.583194270790895,0.054745674102463115,0.3067243514256556,0.05765093712087893,0.19168795276913825,0.04294148809015952
Cityscapes (VIPER model),DINOv2 (ViT-B),3,3,(),3,0.5825781913402756,0.054024040731520784,0.3068374362130009,0.05782082574943803,0.19174739169296587,0.04304786451401579
Cityscapes (VIPER model),DINOv2 (ViT-B),3,5,(),1,0.5867313408107437,0.05272245216982663,0.3070293302765847,0.05792932416648716,0.19201781540422874,0.04321992969606395
Cityscapes (VIPER model),DINOv2 (ViT-B),3,5,(),2,0.5898550394550365,0.05413417693369571,0.30732023144054654,0.058261719996440225,0.19227663924364952,0.04351796028511454
Cityscapes (VIPER model),DINOv2 (ViT-B),3,5,(),3,0.5882956631816634,0.05304448672538142,0.3073388685962448,0.058213119953351544,0.1922805476889265,0.04348397692194367
Cityscapes (VIPER model),DINOv2 (ViT-B),5,0,(),1,0.5791763725683687,0.05069430681692777,0.30913700434991404,0.058442744598517615,0.193414478109352,0.043638355008414315
