Dataset,Backbone,MC Samples,# of Frames,TTA Transforms,Seed,OOD Detection Rate,OOD AUROC
Cityscapes OOD,Swin-B,5,0,"('horizontalFlip',)",2,0.788,0.6716640000000001
Cityscapes OOD,Swin-B,5,0,"('horizontalFlip',)",3,0.806,0.681492
Cityscapes OOD,Swin-B,5,0,"('scale',)",1,0.846,0.707564
Cityscapes OOD,Swin-B,5,0,"('scale',)",2,0.824,0.710704
Cityscapes OOD,Swin-B,5,0,"('scale',)",3,0.854,0.7153719999999999
Cityscapes OOD,Swin-B,5,1,(),1,0.928,0.80406
Cityscapes OOD,Swin-B,5,1,(),2,0.928,0.780964
Cityscapes OOD,Swin-B,5,1,(),3,0.944,0.7962840000000002
Cityscapes OOD,Swin-B,5,1,"('horizontalFlip',)",1,0.948,0.806456
Cityscapes OOD,Swin-B,5,1,"('horizontalFlip',)",2,0.93,0.809824
Cityscapes OOD,Swin-B,5,1,"('horizontalFlip',)",3,0.934,0.8108
Cityscapes OOD,Swin-B,5,2,(),1,0.924,0.74278
Cityscapes OOD,Swin-B,5,2,(),2,0.936,0.7463239999999999
Cityscapes OOD,Swin-B,5,2,(),3,0.938,0.7485439999999999
Cityscapes OOD,Swin-B,5,3,(),1,0.93,0.72126
Cityscapes OOD,Swin-B,5,3,(),2,0.932,0.7235480000000001
Cityscapes OOD,Swin-B,5,3,(),3,0.928,0.7190159999999999
Cityscapes OOD,Swin-B,10,0,(),1,0.772,0.6594399999999999
Cityscapes OOD,Swin-B,10,0,(),2,0.776,0.64328
Cityscapes OOD,Swin-B,10,0,(),3,0.764,0.643664
Cityscapes OOD,Swin-B,10,0,"('horizontalFlip',)",1,0.824,0.6829400000000001
Cityscapes OOD,Swin-B,10,0,"('horizontalFlip',)",2,0.824,0.6825359999999999
Cityscapes OOD,Swin-B,10,0,"('horizontalFlip',)",3,0.82,0.68394
Cityscapes OOD,Swin-B,10,1,(),1,0.95,0.8064879999999999
Cityscapes OOD,Swin-B,10,1,(),2,0.95,0.799964
Cityscapes OOD,Swin-B,10,1,(),3,0.952,0.79508
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,0,(),1,0.768,0.6304120000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,0,"('horizontalFlip',)",1,0.82,0.653084
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,0,"('horizontalFlip',)",2,0.82,0.653084
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,0,"('horizontalFlip',)",3,0.82,0.653084
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,0,"('horizontalFlip', 'scale')",1,0.858,0.6518959999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,0,"('horizontalFlip', 'scale')",2,0.858,0.6518959999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,0,"('horizontalFlip', 'scale')",3,0.858,0.6518959999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,0,"('scale',)",1,0.832,0.645968
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,0,"('scale',)",2,0.832,0.645968
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,0,"('scale',)",3,0.832,0.645968
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,1,(),1,0.986,0.93716
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,1,(),2,0.986,0.93716
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,1,(),3,0.986,0.93716
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,1,"('horizontalFlip',)",1,0.99,0.856968
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,1,"('horizontalFlip',)",2,0.99,0.856968
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,1,"('horizontalFlip',)",3,0.99,0.856968
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,1,"('horizontalFlip', 'scale')",1,0.966,0.7864
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,1,"('horizontalFlip', 'scale')",2,0.966,0.7864
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,1,"('horizontalFlip', 'scale')",3,0.966,0.7864
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,1,"('scale',)",1,0.966,0.80304
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,1,"('scale',)",2,0.966,0.80304
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,1,"('scale',)",3,0.966,0.80304
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,2,(),1,0.99,0.892172
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,2,(),2,0.99,0.892172
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,2,(),3,0.99,0.892172
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,2,"('horizontalFlip',)",1,0.986,0.8215080000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,2,"('horizontalFlip',)",2,0.986,0.8215080000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,2,"('horizontalFlip',)",3,0.986,0.8215080000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,2,"('horizontalFlip', 'scale')",1,0.97,0.7305
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,2,"('horizontalFlip', 'scale')",2,0.97,0.7305
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,2,"('horizontalFlip', 'scale')",3,0.97,0.7305
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,2,"('scale',)",1,0.968,0.756988
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,2,"('scale',)",2,0.968,0.756988
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,2,"('scale',)",3,0.968,0.756988
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,3,(),1,0.986,0.854792
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,3,(),2,0.986,0.854792
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,3,(),3,0.986,0.854792
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,3,"('horizontalFlip',)",1,0.98,0.788716
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,3,"('horizontalFlip',)",2,0.98,0.788716
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,3,"('horizontalFlip',)",3,0.98,0.788716
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,3,"('scale',)",1,0.964,0.7298680000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,3,"('scale',)",2,0.964,0.7298680000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,3,"('scale',)",3,0.964,0.7298680000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,5,(),1,0.976,0.788996
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,5,(),2,0.976,0.788996
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,5,(),3,0.976,0.788996
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,5,"('horizontalFlip',)",1,0.964,0.735832
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,5,"('horizontalFlip',)",2,0.964,0.735832
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,5,"('horizontalFlip',)",3,0.964,0.735832
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,5,"('scale',)",1,0.952,0.690568
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,5,"('scale',)",2,0.952,0.690568
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),0,5,"('scale',)",3,0.952,0.690568
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,0,(),1,0.828,0.6533800000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,0,(),2,0.814,0.6551719999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,0,(),3,0.812,0.648196
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,0,"('horizontalFlip',)",1,0.842,0.6579720000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,0,"('horizontalFlip',)",2,0.85,0.6591239999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,0,"('horizontalFlip',)",3,0.838,0.657408
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,0,"('horizontalFlip', 'scale')",1,0.886,0.6591440000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,0,"('horizontalFlip', 'scale')",2,0.882,0.657944
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,0,"('horizontalFlip', 'scale')",3,0.882,0.657632
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,0,"('scale',)",1,0.854,0.6558439999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,0,"('scale',)",2,0.85,0.655384
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,0,"('scale',)",3,0.844,0.655116
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,1,(),1,0.978,0.8707119999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,1,(),2,0.984,0.8699760000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,1,(),3,0.982,0.871624
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,1,"('horizontalFlip',)",1,0.978,0.825152
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,1,"('horizontalFlip',)",2,0.98,0.830048
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,1,"('horizontalFlip',)",3,0.976,0.8289279999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,1,"('scale',)",1,0.968,0.8101440000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,1,"('scale',)",2,0.97,0.810496
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,1,"('scale',)",3,0.978,0.82118
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,2,(),1,0.982,0.832652
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,2,(),2,0.982,0.833828
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,2,(),3,0.984,0.834792
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,2,"('horizontalFlip',)",1,0.978,0.7827999999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,2,"('horizontalFlip',)",2,0.974,0.7818160000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,2,"('horizontalFlip',)",3,0.974,0.783444
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,3,(),1,0.986,0.8003880000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,3,(),2,0.982,0.7967319999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,3,(),3,0.98,0.7991539999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,5,(),1,0.968,0.73626
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,5,(),2,0.97,0.7396199999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),3,5,(),3,0.97,0.7385839999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,0,(),1,0.822,0.6620320000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,0,(),2,0.81,0.650828
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,0,(),3,0.828,0.6553399999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,0,"('horizontalFlip',)",1,0.846,0.6639600000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,0,"('horizontalFlip',)",2,0.848,0.663872
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,0,"('horizontalFlip',)",3,0.856,0.6661159999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,0,"('scale',)",1,0.852,0.658096
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,0,"('scale',)",2,0.858,0.6571199999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,0,"('scale',)",3,0.846,0.656632
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,1,(),1,0.976,0.868348
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,1,(),2,0.974,0.8657959999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,1,(),3,0.98,0.8650959999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,1,"('horizontalFlip',)",1,0.98,0.8249199999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,1,"('horizontalFlip',)",2,0.988,0.8205520000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,1,"('horizontalFlip',)",3,0.974,0.81646
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,2,(),1,0.986,0.827944
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,2,(),2,0.982,0.8265039999999999
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,2,(),3,0.99,0.829392
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,3,(),1,0.98,0.794092
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,3,(),2,0.984,0.796384
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),5,3,(),3,0.98,0.7931000000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),10,0,(),1,0.83,0.664796
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),10,0,(),2,0.818,0.658832
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),10,0,(),3,0.832,0.6644
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),10,0,"('horizontalFlip',)",1,0.852,0.6669080000000001
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),10,0,"('horizontalFlip',)",2,0.85,0.667896
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),10,0,"('horizontalFlip',)",3,0.852,0.668352
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),10,1,(),1,0.978,0.860792
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),10,1,(),2,0.98,0.862648
Cityscapes OOD (VIPER model),DINOv2 (ViT-B),10,1,(),3,0.982,0.861184
Cityscapes OOD (VIPER model),ResNet50,0,0,(),1,0.872,0.739676
Cityscapes OOD (VIPER model),ResNet50,0,0,"('horizontalFlip',)",1,0.86,0.731652
Cityscapes OOD (VIPER model),ResNet50,0,0,"('horizontalFlip',)",2,0.86,0.731652
Cityscapes OOD (VIPER model),ResNet50,0,0,"('horizontalFlip',)",3,0.86,0.731652
Cityscapes OOD (VIPER model),ResNet50,0,0,"('horizontalFlip', 'scale')",1,0.76,0.675288
Cityscapes OOD (VIPER model),ResNet50,0,0,"('horizontalFlip', 'scale')",2,0.76,0.675288
Cityscapes OOD (VIPER model),ResNet50,0,0,"('horizontalFlip', 'scale')",3,0.76,0.675288
Cityscapes OOD (VIPER model),ResNet50,0,0,"('scale',)",1,0.78,0.6931
Cityscapes OOD (VIPER model),ResNet50,0,0,"('scale',)",2,0.78,0.6931
Cityscapes OOD (VIPER model),ResNet50,0,0,"('scale',)",3,0.78,0.6931
Cityscapes OOD (VIPER model),ResNet50,0,1,(),1,0.984,0.956048
Cityscapes OOD (VIPER model),ResNet50,0,1,(),2,0.984,0.956048
Cityscapes OOD (VIPER model),ResNet50,0,1,(),3,0.984,0.956048
Cityscapes OOD (VIPER model),ResNet50,0,1,"('horizontalFlip',)",1,0.984,0.889792
Cityscapes OOD (VIPER model),ResNet50,0,1,"('horizontalFlip',)",2,0.984,0.889792
Cityscapes OOD (VIPER model),ResNet50,0,1,"('horizontalFlip',)",3,0.984,0.889792
Cityscapes OOD (VIPER model),ResNet50,0,1,"('horizontalFlip', 'scale')",1,0.958,0.844684
Cityscapes OOD (VIPER model),ResNet50,0,1,"('horizontalFlip', 'scale')",2,0.958,0.844684
Cityscapes OOD (VIPER model),ResNet50,0,1,"('horizontalFlip', 'scale')",3,0.958,0.844684
Cityscapes OOD (VIPER model),ResNet50,0,1,"('scale',)",1,0.948,0.8561080000000001
Cityscapes OOD (VIPER model),ResNet50,0,1,"('scale',)",2,0.948,0.8561080000000001
Cityscapes OOD (VIPER model),ResNet50,0,1,"('scale',)",3,0.948,0.8561080000000001
Cityscapes OOD (VIPER model),ResNet50,0,2,(),1,0.988,0.9131279999999999
Cityscapes OOD (VIPER model),ResNet50,0,2,(),2,0.988,0.9131279999999999
Cityscapes OOD (VIPER model),ResNet50,0,2,(),3,0.988,0.9131279999999999
Cityscapes OOD (VIPER model),ResNet50,0,2,"('horizontalFlip',)",1,0.992,0.8562480000000001
Cityscapes OOD (VIPER model),ResNet50,0,2,"('horizontalFlip',)",2,0.992,0.8562480000000001
Cityscapes OOD (VIPER model),ResNet50,0,2,"('horizontalFlip',)",3,0.992,0.8562480000000001
Cityscapes OOD (VIPER model),ResNet50,0,2,"('horizontalFlip', 'scale')",1,0.964,0.766676
Cityscapes OOD (VIPER model),ResNet50,0,2,"('horizontalFlip', 'scale')",2,0.964,0.766676
Cityscapes OOD (VIPER model),ResNet50,0,2,"('horizontalFlip', 'scale')",3,0.964,0.766676
Cityscapes OOD (VIPER model),ResNet50,0,2,"('scale',)",1,0.956,0.776024
Cityscapes OOD (VIPER model),ResNet50,0,2,"('scale',)",2,0.956,0.776024
Cityscapes OOD (VIPER model),ResNet50,0,2,"('scale',)",3,0.956,0.776024
Cityscapes OOD (VIPER model),ResNet50,0,3,(),1,0.988,0.879368
Cityscapes OOD (VIPER model),ResNet50,0,3,(),2,0.988,0.879368
Cityscapes OOD (VIPER model),ResNet50,0,3,(),3,0.988,0.879368
Cityscapes OOD (VIPER model),ResNet50,0,3,"('horizontalFlip',)",1,0.99,0.8216760000000001
Cityscapes OOD (VIPER model),ResNet50,0,3,"('horizontalFlip',)",2,0.99,0.8216760000000001
Cityscapes OOD (VIPER model),ResNet50,0,3,"('horizontalFlip',)",3,0.99,0.8216760000000001
Cityscapes OOD (VIPER model),ResNet50,0,3,"('scale',)",1,0.954,0.732784
Cityscapes OOD (VIPER model),ResNet50,0,3,"('scale',)",2,0.954,0.732784
Cityscapes OOD (VIPER model),ResNet50,0,3,"('scale',)",3,0.954,0.732784
Cityscapes OOD (VIPER model),ResNet50,0,5,(),1,0.986,0.818496
Cityscapes OOD (VIPER model),ResNet50,0,5,(),2,0.986,0.818496
Cityscapes OOD (VIPER model),ResNet50,0,5,(),3,0.986,0.818496
Cityscapes OOD (VIPER model),ResNet50,0,5,"('horizontalFlip',)",1,0.984,0.7673079999999999
Cityscapes OOD (VIPER model),ResNet50,0,5,"('horizontalFlip',)",2,0.984,0.7673079999999999
Cityscapes OOD (VIPER model),ResNet50,0,5,"('horizontalFlip',)",3,0.984,0.7673079999999999
Cityscapes OOD (VIPER model),ResNet50,0,5,"('scale',)",1,0.948,0.6608400000000001
Cityscapes OOD (VIPER model),ResNet50,0,5,"('scale',)",2,0.948,0.6608400000000001
Cityscapes OOD (VIPER model),ResNet50,0,5,"('scale',)",3,0.948,0.6608400000000001
Cityscapes OOD (VIPER model),ResNet50,3,0,(),1,0.894,0.7519
Cityscapes OOD (VIPER model),ResNet50,3,0,(),2,0.874,0.7478239999999999
Cityscapes OOD (VIPER model),ResNet50,3,0,(),3,0.906,0.754052
Cityscapes OOD (VIPER model),ResNet50,3,0,"('horizontalFlip',)",1,0.874,0.738272
Cityscapes OOD (VIPER model),ResNet50,3,0,"('horizontalFlip',)",2,0.874,0.7366199999999999
Cityscapes OOD (VIPER model),ResNet50,3,0,"('horizontalFlip',)",3,0.882,0.7400559999999999
Cityscapes OOD (VIPER model),ResNet50,3,0,"('horizontalFlip', 'scale')",1,0.776,0.667384
Cityscapes OOD (VIPER model),ResNet50,3,0,"('horizontalFlip', 'scale')",2,0.762,0.673504
Cityscapes OOD (VIPER model),ResNet50,3,0,"('horizontalFlip', 'scale')",3,0.768,0.675048
Cityscapes OOD (VIPER model),ResNet50,3,0,"('scale',)",1,0.78,0.6879559999999999
Cityscapes OOD (VIPER model),ResNet50,3,0,"('scale',)",2,0.8,0.672044
Cityscapes OOD (VIPER model),ResNet50,3,0,"('scale',)",3,0.774,0.6801200000000001
Cityscapes OOD (VIPER model),ResNet50,3,1,(),1,0.978,0.8958359999999999
Cityscapes OOD (VIPER model),ResNet50,3,1,(),2,0.986,0.898448
Cityscapes OOD (VIPER model),ResNet50,3,1,(),3,0.982,0.892468
Cityscapes OOD (VIPER model),ResNet50,3,1,"('horizontalFlip',)",1,0.986,0.8567119999999999
Cityscapes OOD (VIPER model),ResNet50,3,1,"('horizontalFlip',)",2,0.994,0.865616
Cityscapes OOD (VIPER model),ResNet50,3,1,"('horizontalFlip',)",3,0.988,0.85388
Cityscapes OOD (VIPER model),ResNet50,3,1,"('scale',)",1,0.938,0.8301640000000001
Cityscapes OOD (VIPER model),ResNet50,3,1,"('scale',)",2,0.956,0.835736
Cityscapes OOD (VIPER model),ResNet50,3,1,"('scale',)",3,0.95,0.8322360000000001
Cityscapes OOD (VIPER model),ResNet50,3,2,(),1,0.982,0.8526039999999999
Cityscapes OOD (VIPER model),ResNet50,3,2,(),2,0.986,0.8517440000000001
Cityscapes OOD (VIPER model),ResNet50,3,2,(),3,0.986,0.8533919999999999
Cityscapes OOD (VIPER model),ResNet50,3,2,"('horizontalFlip',)",1,0.994,0.822336
Cityscapes OOD (VIPER model),ResNet50,3,2,"('horizontalFlip',)",2,0.994,0.821328
Cityscapes OOD (VIPER model),ResNet50,3,2,"('horizontalFlip',)",3,0.992,0.8213320000000002
Cityscapes OOD (VIPER model),ResNet50,3,3,(),1,0.99,0.8180840000000001
Cityscapes OOD (VIPER model),ResNet50,3,3,(),2,0.99,0.818308
Cityscapes OOD (VIPER model),ResNet50,3,3,(),3,0.988,0.8192400000000001
Cityscapes OOD (VIPER model),ResNet50,3,5,(),1,0.984,0.7673519999999999
Cityscapes OOD (VIPER model),ResNet50,3,5,(),2,0.99,0.7655439999999999
Cityscapes OOD (VIPER model),ResNet50,3,5,(),3,0.984,0.766732
Cityscapes OOD (VIPER model),ResNet50,5,0,(),1,0.878,0.745784
Cityscapes OOD (VIPER model),ResNet50,5,0,(),2,0.882,0.7452400000000001
Cityscapes OOD (VIPER model),ResNet50,5,0,(),3,0.89,0.744796
Cityscapes OOD (VIPER model),ResNet50,5,0,"('horizontalFlip',)",1,0.862,0.731328
Cityscapes OOD (VIPER model),ResNet50,5,0,"('horizontalFlip',)",2,0.876,0.7359520000000002
Cityscapes OOD (VIPER model),ResNet50,5,0,"('horizontalFlip',)",3,0.88,0.7361960000000001
Cityscapes OOD (VIPER model),ResNet50,5,0,"('scale',)",1,0.766,0.690968
Cityscapes OOD (VIPER model),ResNet50,5,0,"('scale',)",2,0.766,0.685692
Cityscapes OOD (VIPER model),ResNet50,5,0,"('scale',)",3,0.784,0.6859680000000001
Cityscapes OOD (VIPER model),ResNet50,5,1,(),1,0.978,0.884128
Cityscapes OOD (VIPER model),ResNet50,5,1,(),2,0.984,0.8879279999999999
Cityscapes OOD (VIPER model),ResNet50,5,1,(),3,0.982,0.887524
Cityscapes OOD (VIPER model),ResNet50,5,1,"('horizontalFlip',)",1,0.988,0.8667600000000001
Cityscapes OOD (VIPER model),ResNet50,5,1,"('horizontalFlip',)",2,0.994,0.863392
Cityscapes OOD (VIPER model),ResNet50,5,1,"('horizontalFlip',)",3,0.99,0.8703160000000001
Cityscapes OOD (VIPER model),ResNet50,5,2,(),1,0.992,0.8499
Cityscapes OOD (VIPER model),ResNet50,5,2,(),2,0.99,0.850096
Cityscapes OOD (VIPER model),ResNet50,5,2,(),3,0.99,0.84972
Cityscapes OOD (VIPER model),ResNet50,5,3,(),1,0.99,0.815448
Cityscapes OOD (VIPER model),ResNet50,5,3,(),2,0.988,0.817188
Cityscapes OOD (VIPER model),ResNet50,5,3,(),3,0.99,0.81974
Cityscapes OOD (VIPER model),ResNet50,10,0,(),1,0.866,0.7390639999999999
Cityscapes OOD (VIPER model),ResNet50,10,0,(),2,0.88,0.743016
Cityscapes OOD (VIPER model),ResNet50,10,0,(),3,0.88,0.743592
Cityscapes OOD (VIPER model),ResNet50,10,0,"('horizontalFlip',)",1,0.882,0.732076
Cityscapes OOD (VIPER model),ResNet50,10,0,"('horizontalFlip',)",2,0.866,0.7328600000000001
Cityscapes OOD (VIPER model),ResNet50,10,0,"('horizontalFlip',)",3,0.854,0.7300599999999999
Cityscapes OOD (VIPER model),ResNet50,10,1,(),1,0.984,0.881468
Cityscapes OOD (VIPER model),ResNet50,10,1,(),2,0.986,0.8838279999999998
Cityscapes OOD (VIPER model),ResNet50,10,1,(),3,0.986,0.8816120000000001
Cityscapes OOD (VIPER model),Swin-B,0,0,(),1,0.7,0.63716
Cityscapes OOD (VIPER model),Swin-B,0,0,"('horizontalFlip',)",1,0.722,0.6729919999999998
Cityscapes OOD (VIPER model),Swin-B,0,0,"('horizontalFlip',)",2,0.722,0.6729919999999998
Cityscapes OOD (VIPER model),Swin-B,0,0,"('horizontalFlip',)",3,0.722,0.6729919999999998
Cityscapes OOD (VIPER model),Swin-B,0,0,"('horizontalFlip', 'scale')",1,0.758,0.6801320000000001
Cityscapes OOD (VIPER model),Swin-B,0,0,"('horizontalFlip', 'scale')",2,0.758,0.6801320000000001
Cityscapes OOD (VIPER model),Swin-B,0,0,"('horizontalFlip', 'scale')",3,0.758,0.6801320000000001
Cityscapes OOD (VIPER model),Swin-B,0,0,"('scale',)",1,0.754,0.664984
Cityscapes OOD (VIPER model),Swin-B,0,0,"('scale',)",2,0.754,0.664984
Cityscapes OOD (VIPER model),Swin-B,0,0,"('scale',)",3,0.754,0.664984
Cityscapes OOD (VIPER model),Swin-B,0,1,(),1,0.974,0.938124
Cityscapes OOD (VIPER model),Swin-B,0,1,(),2,0.974,0.938124
Cityscapes OOD (VIPER model),Swin-B,0,1,(),3,0.974,0.938124
Cityscapes OOD (VIPER model),Swin-B,0,1,"('horizontalFlip',)",1,0.978,0.891412
Cityscapes OOD (VIPER model),Swin-B,0,1,"('horizontalFlip',)",2,0.978,0.891412
Cityscapes OOD (VIPER model),Swin-B,0,1,"('horizontalFlip',)",3,0.978,0.891412
Cityscapes OOD (VIPER model),Swin-B,0,1,"('horizontalFlip', 'scale')",1,0.964,0.840192
Cityscapes OOD (VIPER model),Swin-B,0,1,"('horizontalFlip', 'scale')",2,0.964,0.840192
Cityscapes OOD (VIPER model),Swin-B,0,1,"('horizontalFlip', 'scale')",3,0.964,0.840192
Cityscapes OOD (VIPER model),Swin-B,0,1,"('scale',)",1,0.948,0.842168
Cityscapes OOD (VIPER model),Swin-B,0,1,"('scale',)",2,0.948,0.842168
Cityscapes OOD (VIPER model),Swin-B,0,1,"('scale',)",3,0.948,0.842168
Cityscapes OOD (VIPER model),Swin-B,0,2,(),1,0.984,0.896484
Cityscapes OOD (VIPER model),Swin-B,0,2,(),2,0.984,0.896484
Cityscapes OOD (VIPER model),Swin-B,0,2,(),3,0.984,0.896484
Cityscapes OOD (VIPER model),Swin-B,0,2,"('horizontalFlip',)",1,0.984,0.8615600000000001
Cityscapes OOD (VIPER model),Swin-B,0,2,"('horizontalFlip',)",2,0.984,0.8615600000000001
Cityscapes OOD (VIPER model),Swin-B,0,2,"('horizontalFlip',)",3,0.984,0.8615600000000001
Cityscapes OOD (VIPER model),Swin-B,0,2,"('horizontalFlip', 'scale')",1,0.97,0.7930959999999999
Cityscapes OOD (VIPER model),Swin-B,0,2,"('horizontalFlip', 'scale')",2,0.97,0.7930959999999999
Cityscapes OOD (VIPER model),Swin-B,0,2,"('horizontalFlip', 'scale')",3,0.97,0.7930959999999999
Cityscapes OOD (VIPER model),Swin-B,0,2,"('scale',)",1,0.958,0.8048319999999999
